px,py,category1,category2,category3
-1.1604490014928368,0.4422294884388953,2,1,2
-1.0965219022350683,-1.1391496921372481,1,1,2
4.177978679156524,3.8786092508437986,2,2,3
-0.3795562839698287,0.647538818858983,2,1,2
-1.0949109238713863,-1.1505024011147897,2,1,2
3.0471064898824767,2.0473023957165064,2,2,3
-0.633354261037832,0.9596168217679841,2,1,2
5.423671256175765,3.9008453019949636,1,2,2
1.599564818675589,-0.6389684859421944,1,1,2
-0.14664001393003162,1.625519712913999,2,1,1
3.2855664531820308,4.457972018763326,1,2,1
3.834385245486992,3.132183221123075,2,2,3
0.0003112295135303559,0.23271217238724942,1,1,2
-0.03865079726498714,-0.5419184267123014,2,1,2
-0.8813907154652832,-0.13471266962530204,1,1,1
4.615239618265646,4.403731296119828,2,2,3
5.057889522158874,5.123522318649624,2,2,2
-0.029223046232600372,1.3558360384646446,2,1,3
1.780577483589246,2.8733020574026735,1,2,1
-0.2427506943985564,1.3440196063182557,2,1,2
1.6140289456505141,-0.11187562754746731,1,1,3
4.663722844814362,4.072547466495338,1,2,2
-0.5428296450288955,0.07875652337984174,2,1,3
3.5800390436736285,2.598476139351093,2,2,2
4.429318768728,6.233412143106291,2,2,3
0.4222936604740738,-0.272027325157711,2,1,1
-0.10243688889270673,-0.09406726678054561,1,1,1
-1.7787318161924413,-1.5607327851602646,1,1,2
2.5974554931986535,3.6665033422568003,2,2,1
4.973692097534826,2.7711175661496563,2,2,3
-1.4451643796752591,-0.5319674699419774,2,1,1
3.2734246053286884,3.1356570092537916,1,2,3
0.9141260151525628,-0.1256709575453005,2,1,2
4.191764454917623,3.5551753621543485,2,2,1
1.1779024349941165,-1.3800531132187668,1,1,3
-0.28743168552798287,0.30962604525707244,2,1,3
4.751111230435008,3.527287428846447,1,2,2
0.15479383377837078,-0.38387216046161643,1,1,1
4.338124517539556,3.8512369045707513,2,2,3
-0.7096702971392526,0.620971405068733,2,1,2
4.3983112826095265,2.526272147553354,2,2,2
4.811463527786608,3.204861423419797,2,2,3
0.6740406605308549,0.6378467229835751,2,1,2
4.200444642760175,3.0813597292109187,1,2,2
4.22119827499089,5.304632519231257,1,2,3
0.07599421358195707,-1.621653977239644,2,1,3
4.781701799346174,2.963418655896012,2,2,3
1.1915255877164617,0.85402729298445,2,1,2
2.8921113649572545,3.4622902029334313,2,2,1
1.2612789943857876,0.26616083563343995,2,1,1
3.5634266182589083,3.435118817731166,1,2,1
1.8688868320613794,2.9240361588480455,2,2,3
4.046306242916226,4.20194112551129,2,2,2
2.4333906125178357,4.691093087163498,2,2,3
0.6409679255666846,-0.010428805918173484,1,1,2
2.4170387972161818,2.818371041799344,2,2,1
3.116117898719194,3.411270054001226,1,2,3
0.3315831196227015,0.13992499243075715,1,1,2
3.5578068619535097,3.7581428744681893,1,2,2
1.4882813484933728,0.39391523460147926,2,1,2
-0.6254818002379,-0.8202977077383639,2,1,2
3.936935137438057,4.327283046679702,2,2,2
4.494468806086815,4.564751030525979,1,2,1
3.5450878630137694,3.2239378793803386,1,2,2
-0.0036998997416108014,-0.17143139073361008,1,1,1
-1.0591379718565412,1.2513565169339378,2,1,3
1.009069519042619,-0.48087692636811147,1,1,1
2.6758569563760157,3.3672304509364643,1,2,2
4.146233567928867,3.8182571091238207,2,2,3
5.986326257693495,4.763464382332063,2,2,1
-0.8687478846594835,-1.8316458807715155,1,1,3
-0.018551987079728792,-0.4031820461049496,1,1,1
0.045092318730321296,-0.9865883576864746,1,1,2
-0.13175666763823282,0.5529289843650855,1,1,2
0.41909975513454384,1.6127317780445158,1,1,1
-0.18906605871286866,1.1767834958373182,2,1,3
4.982984076936338,4.2612041935091485,2,2,2
4.950633100280034,4.96813860531935,1,2,2
4.059415417215694,4.975465556184902,2,2,1
-1.3567718748067563,-0.6590047807920965,1,1,3
3.967589468274724,3.1110513452332604,1,2,1
0.29885318839444447,-2.0050774157280586,2,1,2
-0.353088081592498,-0.05620961398526863,1,1,1
-0.04255205247750775,1.9572737374763831,1,1,2
1.3650831251088382,0.34283801674332537,1,1,1
2.7583997437670993,2.6503037602222235,2,2,3
5.2752832228256565,4.294871527016927,2,2,2
0.6345065184190014,0.14564296339129534,1,1,2
4.093390400671688,2.4870259484487685,2,2,3
3.6373011940787894,5.69390662611204,2,2,2
3.0816582772173136,3.2249707383982753,1,2,2
2.4198508312764395,-0.8083396011889457,1,1,1
3.792543263683268,2.921932552113937,1,2,2
0.5763438839153286,-0.2163466587716262,1,1,1
0.02517624041297755,-0.0007976689690730553,2,1,3
4.639409805272396,5.196087068676226,2,2,2
0.6072073753620797,-0.18390871555323288,2,1,3
0.3031978622601659,0.18204136291104178,2,1,3
0.9221401978659524,0.8319522755957559,1,1,3
6.949266274469775,2.4565099001779536,1,2,3
3.4970954635663816,1.9016358163137952,1,2,1
3.070609342096785,2.9147769345985672,2,2,3
2.5057075523400236,3.0645316388806636,1,2,2
-0.7970440784192787,-3.0961269396604685,1,1,1
3.2826636827840456,4.612265647713822,1,2,3
4.662428950542594,2.7984360960981816,1,2,1
-1.4538325553536455,2.0836737404794583,2,1,3
2.047943096973429,0.45437349337247585,1,1,1
0.22927849796960023,-0.3755103574576149,2,1,3
2.6682999984130404,3.828806420495954,1,2,1
3.89427240572909,3.611371199169003,2,2,2
2.305321997632297,3.5183755655280384,1,2,3
0.024339826178348952,-0.43973544619920885,2,1,2
3.3385335109086207,3.1090471942404996,1,2,3
-0.43977858080648713,-0.4949500848554785,1,1,2
